data_atualizacao,data_aplicaçao,tipo,media_tempo_gasto,total
2021-06-29,2021-03-14,consistent,4,55
2021-06-29,2021-03-13,consistent,5,198
2021-06-29,2021-03-12,inconsistent,0,4
2021-06-29,2021-03-12,consistent,10,1068
2021-06-29,2021-03-11,inconsistent,0,10
2021-06-29,2021-03-11,consistent,12,2167
2021-06-29,2021-03-10,inconsistent,0,48
2021-06-29,2021-03-10,consistent,11,1577
2021-06-29,2021-03-09,inconsistent,0,10
2021-06-29,2021-03-09,consistent,10,1019
2021-06-29,2021-03-08,inconsistent,0,16
2021-06-29,2021-03-08,consistent,5,309
